movie_name,Country,Release Date,IMDB Rating,Metascore,TomatoMeter,production_budget,domestic_box_office,international_box_office,rating,genre,Total Box Office,ROI
The Other Boleyn Girl,"UK, USA",29 Feb 2008,6.7,50,67%,40000000,26814957,51455013,PG-13,Drama,78269970,195.67%
Vantage Point,"USA, Mexico",22 Feb 2008,6.6,40,33%,40000000,72266306,78620023,PG-13,Thriller/Suspense,150886329,377.22%
Bangkok Dangerous,"USA, Czech Republic, Thailand",05 Sep 2008,5.4,24,6%,45000000,15298133,31300000,R,Action,46598133,103.55%
Revolutionary Road,"USA, UK",23 Jan 2009,7.3,69,61%,45000000,22951340,56653480,R,Drama,79604820,176.90%
Miracle at St. Anna,"Italy, USA",26 Sep 2008,6.1,37,38%,45000000,7916887,1759610,R,Drama,9676497,21.50%
Babylon A.D.,"France, UK, USA",29 Aug 2008,5.6,26,58%,45000000,22532572,47683925,PG-13,Action,70216497,156.04%
Journey to the Center of the Earth,USA,11 Jul 2008,5.8,57,46%,45000000,101704370,141476567,PG,Adventure,243180937,540.40%
Rambo,"Germany, USA, Thailand",25 Jan 2008,7.0,46,55%,47500000,42754105,69460426,R,Action,112214531,236.24%
Defiance,USA,16 Jan 2009,7.2,58,27%,50000000,28644813,24342941,R,Drama,52987754,105.98%
Yes Man,"USA, UK",19 Dec 2008,6.8,46,22%,50000000,97690976,128300000,PG-13,Comedy,225990976,451.98%
Mamma Mia!,"USA, UK, Germany",18 Jul 2008,6.4,51,63%,52000000,144130063,471618709,PG-13,Musical,615748772,1184.13%
Seven Pounds,USA,19 Dec 2008,7.6,36,62%,54000000,69951824,96665504,PG-13,Drama,166617328,308.55%
Semi-Pro,USA,29 Feb 2008,5.8,47,49%,55000000,33479698,10500665,R,Comedy,43980363,79.96%
The Forbidden Kingdom,"USA, China",18 Apr 2008,6.6,57,52%,55000000,52075270,77000000,PG-13,Action,129075270,234.68%
Changeling,USA,31 Oct 2008,7.7,63,68%,55000000,35739802,78065778,R,Thriller/Suspense,113805580,206.92%
Sex and the City,USA,30 May 2008,5.6,53,14%,57500000,152647258,262600000,R,Comedy,415247258,722.17%
Leatherheads,"USA, Germany",04 Apr 2008,6.0,56,95%,58000000,31373938,9974690,PG-13,Romantic Comedy,41348628,71.29%
Che: Part One,"France, Spain, Mexico",24 Jan 2009,7.2,N/A,18%,58000000,1802521,29824849,R,Drama,31627370,54.53%
The Spirit,USA,25 Dec 2008,4.8,30,57%,60000000,19806188,19200000,PG-13,Action,39006188,65.01%
Righteous Kill,USA,12 Sep 2008,6.0,36,4%,60000000,40081410,38400000,R,Thriller/Suspense,78481410,130.80%
The Tale of Despereaux,"UK, USA",19 Dec 2008,6.1,53,20%,60000000,50877145,39605172,G,Adventure,90482317,150.80%
The Happening,"USA, India",13 Jun 2008,5.0,34,14%,60000000,64506874,98271510,R,Thriller/Suspense,162778384,271.30%
In the Name of the King: A Dungeon Siege Tale,"Germany, Canada, USA",11 Jan 2008,3.8,15,55%,60000000,4775656,8457564,PG-13,Action,13233220,22.06%
Meet Dave,USA,11 Jul 2008,5.0,43,42%,60000000,11803254,38845552,PG,Adventure,50648806,84.41%
The Love Guru,"UK, Germany, USA",20 Jun 2008,3.8,24,55%,62000000,32235793,7923224,PG-13,Comedy,40159017,64.77%
Step Brothers,USA,25 Jul 2008,6.9,51,11%,65000000,100468793,28000000,R,Comedy,128468793,197.64%
Death Race,"USA, Germany, UK",22 Aug 2008,6.4,43,72%,65000000,36316032,36200787,R,Action,72516819,111.56%
Body of Lies,"USA, UK",10 Oct 2008,7.1,57,27%,67500000,39394666,79161864,R,Thriller/Suspense,118556530,175.64%
Fool's Gold,USA,08 Feb 2008,5.7,29,26%,72500000,70231041,39131925,PG-13,Adventure,109362966,150.85%
Wanted,"USA, Germany",27 Jun 2008,6.7,64,51%,75000000,134508551,207907909,R,Action,342416460,456.56%
Bedtime Stories,USA,25 Dec 2008,6.0,33,20%,80000000,110101975,111366960,PG,Adventure,221468935,276.84%
Eagle Eye,"USA, Germany",26 Sep 2008,6.6,43,25%,80000000,101440743,79144516,PG-13,Thriller/Suspense,180585259,225.73%
Get Smart,USA,20 Jun 2008,6.5,54,15%,80000000,130319208,96420208,PG-13,Comedy,226739416,283.42%
The Day the Earth Stood Still,"USA, Canada",12 Dec 2008,5.5,40,86%,80000000,79366978,158003372,PG-13,Adventure,237370350,296.71%
Four Christmases,"Germany, USA",26 Nov 2008,5.7,41,80%,80000000,120146040,48165518,PG-13,Comedy,168311558,210.39%
Jumper,"USA, Canada",14 Feb 2008,6.1,35,62%,82500000,80172128,142468684,PG-13,Adventure,222640812,269.87%
Hellboy II: The Golden Army,"USA, Germany, Hungary",11 Jul 2008,7.0,78,37%,82500000,75986503,84401560,PG-13,Action,160388063,194.41%
Valkyrie,"USA, Germany, Italy, Spain, France, Japan, UK",25 Dec 2008,7.1,56,81%,90000000,83107829,120824345,PG-13,Thriller/Suspense,203932174,226.59%
Tropic Thunder,"USA, UK, Germany",13 Aug 2008,7.0,71,18%,90000000,110515313,80629943,R,Comedy,191145256,212.38%
The Spiderwick Chronicles,USA,14 Feb 2008,6.5,62,41%,92500000,71195053,91644614,PG,Adventure,162839667,176.04%
Asterix at the Olympic Games,"France, Germany, Spain, Italy, Belgium",13 Jun 2008,5.2,N/A,87%,113500000,999811,132000000,Not Rated,Adventure,132999811,117.18%
Speed Racer,"USA, Australia, Germany",09 May 2008,6.0,37,67%,120000000,43945766,49448696,PG,Action,93394462,77.83%
Australia,"UK, Australia, USA",26 Nov 2008,6.6,53,64%,130000000,49554002,165526808,PG-13,Drama,215080810,165.45%
Kung Fu Panda,USA,06 Jun 2008,7.5,74,41%,130000000,215434591,416475940,PG,Adventure,631910531,486.09%
The Incredible Hulk,USA,13 Jun 2008,6.7,61,89%,137500000,134806913,130766946,PG-13,Adventure,265573859,193.14%
Madagascar: Escape 2 Africa,USA,07 Nov 2008,6.6,61,71%,150000000,180174880,419505894,PG,Adventure,599680774,399.79%
Hancock,USA,02 Jul 2008,6.4,49,12%,150000000,227946274,396287998,PG-13,Action,624234272,416.16%
Bolt,USA,21 Nov 2008,6.8,67,95%,150000000,114053579,213961450,PG,Adventure,328015029,218.68%
The Curious Case of Benjamin Button,USA,25 Dec 2008,7.8,70,78%,160000000,127509326,202122632,PG-13,Drama,329631958,206.02%
The Mummy: Tomb of the Dragon Emperor,"USA, Germany, China, Canada",01 Aug 2008,5.2,31,94%,175000000,102491776,303268449,PG-13,Adventure,405760225,231.86%
Indiana Jones and the Kingdom of the Crystal Skull,USA,22 May 2008,6.1,65,66%,185000000,317101119,469534294,PG-13,Adventure,786635413,425.21%
The Dark Knight,"USA, UK",18 Jul 2008,9.0,84,64%,185000000,533720947,468275260,PG-13,Action,1001996207,541.62%
Iron Man,"USA, Canada",02 May 2008,7.9,79,92%,186000000,318604126,266567421,PG-13,Adventure,585171547,314.61%
The Chronicles of Narnia: Prince Caspian,"USA, Poland, Slovenia, Czech Republic, UK",16 May 2008,6.5,62,29%,225000000,141621490,275719798,PG,Adventure,417341288,185.49%
Quantum of Solace,"UK, USA",14 Nov 2008,6.6,58,20%,230000000,169368427,422323651,PG-13,Action,591692078,257.26%
The Open Road,USA,28 Aug 2009,5.5,47,44%,10000000,19716,0,PG-13,Drama,19716,0.20%
Motherhood,USA,28 Aug 2009,4.6,34,28%,10000000,93388,630000,PG-13,Comedy,723388,7.23%
The Good Guy,USA,19 Feb 2010,5.8,47,88%,10000000,100688,5772,R,Romantic Comedy,106460,1.06%
High School,USA,23 Nov 2012,5.8,31,63%,10000000,139034,109099,R,Comedy,248133,2.48%
World's Greatest Dad,USA,24 Sep 2010,6.9,69,33%,10000000,221805,73945,R,Black Comedy,295750,2.96%
"The Goods: Live Hard, Sell Hard",USA,14 Aug 2009,5.8,39,18%,10000000,15122676,174642,R,Comedy,15297318,152.97%
The Fourth Kind,"USA, UK",06 Nov 2009,5.9,34,80%,10000000,26218170,23268704,PG-13,Thriller/Suspense,49486874,494.87%
Saw VI,"Canada, USA, Australia",23 Oct 2009,6.0,30,51%,11000000,27693292,42059110,R,Horror,69752402,634.11%
Just Wright,USA,14 May 2010,5.9,51,92%,12000000,21540363,327302,PG,Romantic Comedy,21867665,182.23%
Home,USA,27 Mar 2015,6.6,55,82%,12000000,0,1620056,Not Rated,Documentary,1620056,13.50%
Home,USA,27 Mar 2015,6.6,55,82%,130000000,177397510,208600386,PG,Adventure,385997896,296.92%
Home,USA,27 Mar 2015,8.1,90,98%,12000000,0,1620056,Not Rated,Documentary,1620056,13.50%
Home,USA,27 Mar 2015,8.1,90,98%,130000000,177397510,208600386,PG,Adventure,385997896,296.92%
City of Life and Death,"China, Hong Kong",22 Apr 2009,7.7,85,34%,12000000,122558,20000000,R,Drama,20122558,167.69%
Ondine,"Ireland, USA",05 Mar 2010,6.8,65,78%,12000000,550472,7073,PG-13,Drama,557545,4.65%
Two Lovers,"USA, France",20 Mar 2009,7.0,74,57%,12000000,3149034,13200000,R,Drama,16349034,136.24%
"A Woman, a Gun and a Noodle Shop","China, Hong Kong",11 Dec 2009,5.6,57,25%,12000000,190946,120000,R,Drama,310946,2.59%
Solitary Man,USA,25 Jun 2010,6.3,69,97%,12500000,4360548,0,R,Drama,4360548,34.88%
The Perfect Game,"Canada, USA, Mexico",16 Apr 2010,6.9,42,74%,12500000,1089445,2841922,PG,Drama,3931367,31.45%
Sorority Row,USA,11 Sep 2009,5.1,24,68%,12500000,11965282,14770515,R,Horror,26735797,213.89%
A Prophet,"France, Italy",26 Mar 2010,7.9,90,62%,13000000,2087720,17822904,R,Drama,19910624,153.16%
Margaret,USA,01 Jun 2012,6.4,61,14%,14000000,47185,576107,R,Drama,623292,4.45%
Wild Grass,"France, Italy",04 Nov 2009,6.2,65,61%,14000000,403952,1500000,PG,Thriller/Suspense,1903952,13.60%
A Perfect Getaway,USA,07 Aug 2009,6.5,63,52%,14000000,15515460,7300000,R,Thriller/Suspense,22815460,162.97%
Stan Helsing,"Canada, USA",25 Mar 2010,3.6,N/A,97%,14000000,0,1553556,R,Comedy,1553556,11.10%
My Bloody Valentine,"USA, Canada",16 Jan 2009,5.4,51,8%,14000000,51545952,51290050,R,Horror,102836002,734.54%
Easy Virtue,"UK, Canada",19 Jun 2009,6.7,58,60%,14000000,2656784,17880957,PG-13,Romantic Comedy,20537741,146.70%
The Hurt Locker,USA,31 Jul 2009,7.5,95,84%,15000000,17017811,32876412,R,Drama,49894223,332.63%
Post Grad,USA,21 Aug 2009,5.3,35,42%,15000000,6382178,181224,PG-13,Romantic Comedy,6563402,43.76%
Shinjuku Incident,Hong Kong,02 Apr 2009,7.0,63,32%,15000000,0,2013340,R,Drama,2013340,13.42%
Whip It,USA,02 Oct 2009,6.9,68,6%,15000000,13077184,5812788,PG-13,Comedy,18889972,125.93%
The Last House on the Left,"USA, UK",13 Mar 2009,6.5,42,50%,15000000,32752215,13774028,R,Horror,46526243,310.17%
Halloween II,USA,30 Oct 1981,6.5,40,10%,15000000,33392973,5119877,R,Horror,38512850,256.75%
All About Steve,USA,04 Sep 2009,4.8,17,44%,15000000,33862903,6264356,PG-13,Romantic Comedy,40127259,267.52%
Whatever Works,"USA, France",03 Jul 2009,7.1,45,49%,15000000,5306706,29800000,PG-13,Romantic Comedy,35106706,234.04%
The Unborn,USA,09 Jan 2009,4.8,30,64%,16000000,42670410,35538402,PG-13,Horror,78208812,488.81%
Jennifer's Body,"USA, Canada",18 Sep 2009,5.2,47,21%,16000000,16204793,15738608,R,Thriller/Suspense,31943401,199.65%
Hachi: A Dog's Tale,"UK, USA",12 Mar 2010,8.1,N/A,64%,16000000,0,47707417,G,Drama,47707417,298.17%
